timestamp,v0,v1,X,Y,Z,result
1,43656.8917,43655.8783,-39228.51404,-19362.40014,3071.176892,abnormal
1,43656.9769,43655.94605,-39240.06352,-19338.42869,3077.358728,abnormal
1,43657.06506,43656.01334,-39252.22306,-19313.66227,3080.043705,abnormal
1,43657.15521,43656.08029,-39263.52515,-19291.3478,3077.378259,abnormal
1,43657.24654,43656.14731,-39272.84041,-19273.78589,3069.439065,abnormal
1,43657.33816,43656.21478,-39279.54256,-19262.06664,3057.67924,abnormal
1,43657.42885,43656.28284,-39283.49297,-19256.22285,3043.994044,abnormal
1,43657.51705,43656.35147,-39284.88473,-19255.65141,3029.905107,abnormal
1,43657.60094,43656.42056,-39284.05299,-19259.52222,3016.366157,abnormal
1,43657.67883,43656.49002,-39281.36217,-19266.9706,3004.060935,abnormal
1,43657.74955,43656.5597,-39277.1874,-19277.08377,2993.82969,abnormal
1,43657.81281,43656.6293,-39271.98378,-19288.75569,2986.812276,abnormal
1,43657.86939,43656.69822,-39266.35151,-19300.61189,2984.099692,abnormal
1,43657.92088,43656.7657,-39261.00451,-19311.18526,2985.967376,abnormal
1,43657.96931,43656.83125,-39256.64713,-19319.25501,2991.224121,abnormal
1,43658.01658,43656.895,-39253.77636,-19324.25278,2997.10979,abnormal
1,43658.06398,43656.95771,-39252.50327,-19326.49872,3000.092717,abnormal
1,43658.11205,43657.0204,-39252.49193,-19327.09056,2997.441932,abnormal
1,43658.16079,43657.08381,-39253.07572,-19327.42846,2988.823303,abnormal
1,43658.21008,43657.14815,-39253.48192,-19328.64272,2977.074508,abnormal
1,43658.26012,43657.21293,-39253.11071,-19331.09429,2967.74326,abnormal
1,43658.31165,43657.27782,-39251.72697,-19334.25206,2967.303284,abnormal
1,43658.36585,43657.34295,-39249.51358,-19336.96167,2980.679582,abnormal
1,43658.42391,43657.40921,-39246.96585,-19337.98438,3009.168907,abnormal
1,43658.48657,43657.47782,-39244.70585,-19336.50265,3049.704452,abnormal
1,43658.55379,43657.54948,-39243.30795,-19332.33481,3095.87138,abnormal
1,43658.62476,43657.62364,-39243.18996,-19325.83334,3140.04694,abnormal
1,43658.6981,43657.69869,-39244.59271,-19317.56455,3175.70303,abnormal
1,43658.7723,43657.77267,-39247.59978,-19308.0371,3198.769811,abnormal
1,43658.84616,43657.84414,-39252.15845,-19297.62704,3207.709979,abnormal
1,43658.91888,43657.91287,-39258.06659,-19286.7205,3202.684482,abnormal
1,43658.99,43657.97982,-39264.93506,-19275.91541,3184.75496,normal
1,43659.05931,43658.04642,-39272.1574,-19266.10727,3155.815575,normal
1,43659.12655,43658.11374,-39278.93003,-19258.35863,3119.283017,normal
1,43659.19166,43658.18197,-39284.32291,-19253.66943,3080.717141,normal
1,43659.2549,43658.25069,-39287.42014,-19252.74696,3047.458154,normal
1,43659.31708,43658.31931,-39287.50232,-19255.90562,3026.837038,normal
1,43659.37938,43658.38761,-39284.23235,-19263.09824,3023.520701,normal
1,43659.44317,43658.45582,-39277.78649,-19273.97434,3037.44364,normal
1,43659.50944,43658.52438,-39268.88442,-19287.87056,3063.544864,normal
1,43659.57836,43658.59354,-39258.69109,-19303.71474,3093.713156,normal
1,43659.64937,43658.66323,-39248.57418,-19319.99942,3120.115661,normal
1,43659.72149,43658.73335,-39239.8207,-19334.85598,3138.339952,normal
1,43659.79378,43658.80397,-39233.37974,-19346.34161,3148.764193,normal
1,43659.86584,43658.87553,-39229.71432,-19352.87656,3155.563318,normal
1,43659.93773,43658.94858,-39228.81462,-19353.62623,3164.056209,normal
1,43660.00988,43659.0231,-39230.32398,-19348.69838,3177.848087,normal
1,43660.08269,43659.09833,-39233.72727,-19339.02439,3197.295787,normal
1,43660.15635,43659.1729,-39238.53963,-19325.94915,3219.850731,normal
1,43660.23076,43659.24573,-39244.41065,-19310.75268,3241.845038,normal
1,43660.30565,43659.31686,-39251.13154,-19294.30418,3260.58715,normal
1,43660.38074,43659.38771,-39258.55116,-19277.0255,3275.569659,normal
1,43660.4558,43659.46054,-39266.43372,-19259.19396,3288.221866,normal
